Text,Sentiment
msft if it takes out 26.29 it has a gap to fill from jan 2012 ~26,-1
GOOG clearing next buy area per video this morning,1
"IACI short setup, bear flag up into neckline from last week",-1
MHP MCO SPX SPY Will S&P and Moody's once again threaten sovereign downgrade in response to mortgage fraud action?,-1
"AN ooks like that pullback entry worked, now lets see the action.",1
China Shanghai Composite Breaks Key Supprt FXI BID NTES SINA SOH YOK YZC XME JOY CAT X,1
"My call for the week AA, WFC, APO, MON",1
DMND It's all about 4:00pm #HopingForSomethingBig,1
MHP MCO SPX SPY #CNBC reports that Justice is seeking 5B+ from S&P for mortgage ratings in civil case/no criminal charges to date.,-1
"Tax Breaks, Incentives For COVID-19-Hit Small Businesses Likely Next Week",1
AAP Who really want a broken stock ? nless you have kept over E & Being Trapped !,-1
OVTI downgrade on Sept 7th 16.77 after Q1 looking good. next filing Q3 end of feb.,-1
SNTS approaching 52wk high,1
RT : The U.S. airline aid packageis probably the best that investors could hope for. But the fact that carriers will already beâ€¦,1
"March GST Collection Falls To Rs 97,597 Crore Amid Coronavirus Outbreak",-1
WMT opening range 30 min. JPM comments negative. No position,-1
NIS time to run higher. Breaked the descending line,1
"SV GD PA NGT FCX NEM AY - Gold prices traded steady, focus on dollar",-1
AAP The number one problem is that earnings expectations are way too high and the smart money knows this.,-1
"FDO spread buying Jul 57.50C 5,400 times at 2.90 selling the Jul 52.50P 5,400 times at 2.20. Both against much lower open interest",1
FIO fugly,-1
BAC 11.52 small resistance...,1
"DDD - ong 27.95. Trailing Stop 46.44 from 9 prior Stops of 45.23, 42.35, 41.70, 39.03, ... 25.44 and 22.93 -",1
Surprising how quiet GMC has gotten on the stream. Been a fabulous performer and still has 25% of the float short.,1
Air India Suspends Contracts Of Around 200 Pilots Amid COVID-19: Report,-1
QCOM could test the recent highs if it breaks resistance at 67.2 on strong volume,1
Prudential liquidates CM stake... 1st ones off ship get lifeboats,-1
NVDA looks super coiled and nice,1
"Another 5.2 million Americans filed for unemployment benefits last week, bringing the total seeking aid in a monthâ€¦",-1
AAP Selling begin First Wave of Dumping.,-1
AAP trying short here,-1
ASGN over 24.19,1
"GD SV P ABX FCX AY NGT - Gold ebounds per euro progress, attention to Fed report",1
COMPQ SPx AAP C CSCO GM - Wall Street: Futures in red before jobs data,-1
Are we seeing a minor pullback for NFX or the beginning of a major correction? This investor isn't about to test the water. Still bearish,-1
AAP New 1 yr low today for Apple 431.28. Could 310.50 be next?,-1
Swing Trade Quick Pick: The J.M. Smucker Co. SJM |,1
"The economy has almost certainly entered a recession affecting most of the world, with a severity unmatched by anytâ€¦",-1
"GOOG short, 804.20 stop on rest",-1
"BAC nice little rocket, Friday was a headfake, get ready, she is going to 15 imo...",1
AAP Marketing Chief Phil Schiller will not resort to a cheaper iPhone to expand its market share ETES,-1
RT : Indian startup Oyo Hotels &amp; Homes is planning to move some employees off its payroll and onto the rolls of its biggest investorâ€¦,-1
AAP will watch tomorrow for ONG entry.,1
CAT Breakdown! I'm short CF and FCX too! Going Down!,-1
Seems like a good time to rehash this post about working for Eric efkofsky... GPN,1
"CMG is not necessarily Kalamazoo, but towns like Kalamazoo. They will not buy a 7+ burrito, they don't see the value in it like I do.",-1
oh APC....,-1
BAC Oups OD is 12.16 now,-1
"Same story, different day...eaders lagging, aggards eading as ES_F fighting off bears. AKS QIH Y EN KOS",-1
TJX stop loss in 44.34 after beating 44.59,1
"CEN chomping at the bit here to clear 84 at the 78.6% retrace, earnings next Tuesday 2/5",1
"Increasingly desperate small businesses are seeking help wherever they can find it, filing claims totaling potentiaâ€¦",1
MGM Caught in a ange user,-1
Will short 300 shares of PXD at the open for a #BearishBuck.,-1
WPI - whoopie - that's the stocks nickname,-1
EDS ock on again. P 13.39%,1
I am calling on CSN for a ed MONTHY Triangle open ong position at 1.65,1
SKX Q3 operational cash flow negative 60million. 80million decline vs.Q3 2011,-1
COH 52w low...,-1
CSN did not catch the bottom but bought some on weird dip - hope that manipulation means good things to come,1
"FOD continuing to act nicely, 2.90-3.00 potential target zone",1
Picked up (1/3) AXP avg of 65.52 //been really strong and stayed above 65 on the early move today,1
BAC user Hope for a consolidation at this level if it drop it will stop to 11 support. Nxt 4-5 day s to come back to12 IMHO.,1
"RT : After two accounting scandals in less than a week, the Chinese growth story is becoming a tougher sell on Wall Street, says €¦",-1
"My Fox Business appearance yesterday. Still bullish NFX, GMC, CST.",1
"CF still in a flag here, not sure how much mojo it has, but hoping for a move to 192 or so from here",1
"ENOC 17.60ish my final tgt, 1715 stop",1
DA volume decreasing looking for start of the red bar sequence,-1
AAP breaking down. Still holding puts.,-1
V above 162.87 is a buy for me...,1
"ed Daily Triangle on TPM,...... Open ong at 6.40",1
"Sen. Kelly Loeffler and her husband, New York Stock Exchange Chairman Jeffrey Sprecher, purchased and sold about $1â€¦",1
"TIVO BY! Price action? Check - breaking out above 12.95. Volume? Check, 2x avg.",1
"Why is FDX important, gave the MAKET OPEATOS, cover, give the DOW THEOISTS their story, while we sell out...gonna be one helluva fak",-1
HA from morning follow up - best new mover from watch list today with volume of 145% ave full day,1
"Sensex, Nifty Trim Losses As Markets Resume Trading After 45-Minute Halt",-1
BAC New ow of Day 12.20.Broken --> 12.18,-1
"TIP coiling like a rattlesnake, long, looks higher",1
"DDS still at 80, getting weaker it seems, possible short to 79.70",-1
"Sensex Falls Over 1,100 Points, Nifty Slips Below 8,350 Amid Coronavirus Crisis",-1
FS intraday break !!,1
"Tr8r_x nice face, check the next HBAN Green Weekly Triangle (Sell Short)",-1
"DNDN, nice 5 minute green volume bars, lows in",1
DTK CAY OC PFE MK TX BAC BIB from STEM JAZZ ONCY KEX XOMA etc and IMO a great pick SH and ong Term ONVO has potential,1
GME big volume coming in,1
True that user: I think market is telling AAP not to let go mobile to #Android the way they lost lap/desk top to #windows. GOOG MSFT,1
ACAD looking for a move over 7.95,1
A couple biotech stocks that are setting up well in various time frames: JAZZ PCYC,1
AMN Yep like I said. Penny stock in the making.,-1
From Slowdown To Lockdown: Auto Makers See Steep Fall In March Sales,-1
Wow INVN took a beating today...,-1
AIG American International Group Option Traders bet on 4% down move by next Friday,-1
AAP GS says higher div likely .. more value investors? Why no stock split instead?,1
The AAP drop will stop only when Wall Street and sellers stop fearing the margin drop...take a look,1
CalMustang That's why we own 0.05 puts... doesn't get any cheaper than that on the risk side MCP,-1
NVDA nice accumulation taking place here... ong and strong !,1
I think AAP is heading back down to check in on 506 support again,-1
"SII all out, think I'm done for a while, see ya at 2.90 or so",-1
"MCP continues to print lower highs and lowers lows, down 1.34%. We should see a test of the Feb. lows soon.",-1
GOOG trying some short here around 809,-1
"World Faces Worst Economic Fallout Since Great Depression, Says IMF Chief",-1
A Q4 2012 operational cash flow 35million down from 141mil in Q42011 ..75% decline Q4 vs. Q4....,-1
Oil jumps on hopes for an end to the price war between Saudi Arabia and Russia and the possibility of action from tâ€¦,1
: AAP as long as TC silent this goes down TC is waiting for another check so he can load up user ;),1
"AAP daily fade in motion again, people that want to be out are still at work...",-1
"With Saudi Arabia preparing to flood oil markets, countries including Iraq and Venezuela are cutting spending evenâ€¦",-1
AAP Dow Theory = Volume must confirmed the trend (When the volume doesn't support the trend),-1
"an error on Morn data.its not updated. shares outstanding equals 41 million , not 21million. mkt cap 3.4 bil not 1.8 bil",-1
AAP 465 is resistance and heading to 435 in the near term.,-1
Thinking NAV short. osing money and borrowing more.,-1
"Medical appliances stocks have been on fire lately. BSX from the same group, is setting up",1
If VHC breaks the support level at 21.68 then it could bring 21 area. No reasons to buy yet.,-1
WAG nioce short in .02 cents.,-1
RT : The banking system is not built for everyone in the whole country wondering if they got a government check on the same dayâ€¦,-1
GOOG pulling back in very light volume. Note the weekly.,1
"RT : We're about to start getting inflation readings for March. The data will be volatile, and because it's based on a normal-eraâ€¦",1
GEVO still holding for breakout !!,1
GOOG tightening stop on rest - 803.2,-1
Posted GOOG topping pattern(compared to AAP) yesterday. Those April puts are paying nice today.,-1
DE anybody really expect a bid from BX especially much over the current price? Still sounds like a bunch of noise.,-1
CNK - potential head and shoulders leading into BOJ bit.ly/XStZaG,-1
Oil's Unparalleled Demand Crash Likely To Be Gamechanger For Industry,-1
BAC Don't forget OPEX is Friday (3rd Friday of month) So we will see below 12.00 for OPEX IMHO!,-1
BAC holding up well - could see much higher prices by year end.,1
GS daily. See if you can get a tweezer top into the ABCD reversal here for a short next few days,-1
SGN time to book some profits. More selections at,-1
S is approaching the breakout price of 6,1
"AMWD setting up very nicely above 29.33. In the very strong building and construction product group, along with APOG.",1
ATVI ATVI. long overdue short,-1
HG is breaking out ahead of an expected earnings beat,1
Get the Elephant guns...I'm going hunting for AAP I'm not shooting yet...But I'm close.,1
"etail drill-down raises questions - XY, XT, TH - SPX, SPY, M, GPS",-1
AMZN is another free money trade for today. We will see where it lands today at the close.,1
MITK moving again,1
Today's Watchlist for SHOT Stocks: MTG; ITMN; ANAC; OWW; DMND,-1
GNC is perking up despite general market weakness. One of the better risk/reward long setups (long),1
The de-facto OPEC leader lifted production above 12 million barrels a day.,1
GOOG trade this one long verse 10sma,1
ES_F Vivid bearish volume histogram divergence in XHB home sector-( TO EN PHM ),-1
Big win for brokers... New Mini Options Bring Big Changes For Traders via user SPY AAP GOOG AMZN GD,1
Can the AAP iPad escue a Struggling American Education System?,1
ASGN from the watch list is at the line on volume of 81% of ave full day,1
my NKD estimate was based on linear extrapolation. Beating my estimates means they are actually accelerating growth,1
Time for some shorty pants? CSX #Trains #esistance,-1
MON - added,1
AON eaches New 52-Week High. ong if beats 59.13. Stop loss 58.79,1
AAP > the 497 area will likely fail.,-1
"AAP GOOG etail - dont get stuck holding google bag like you did aapl, google a sucker high here 1/10 the vol= fast fall",-1
"RT : Spring usually brings a huge pickup in economic activity, but the novel coronavirus crisis is cutting that short. My latest hâ€¦",-1
"Green Weekly & Monthly Triangle on ISIS,.....pdating",-1
ENOC - need a catalyst? thx szaman not paying attention to it.,1
AN peeling some off,1
GPS has the stores and loyalty to show growing sales!,1
"Sensex opens over 650 points higher, Nifty starts day above 8,950 tracking gains in global markets #Sensex #Nifty #MarketUpdates",1
TIVO is a buyout coming? Sure seems strong of late?,1
CAT following DE Freefall!,-1
AAP hod WAT CAN I SAY.... A THE BEAS>>OTA THE POO!,1
AAP I can't remember another time I was so happy on a 10 move .. it has been so dark here,1
TSA: Judge Dismisses Massachusetts State Automobile Dealers Association awsuit -,1
The loss will help push SoftBank into some of the worst results in the companyâ€™s 39-year history,1
BAC Thursday will Close Around 12.50 IMO (Opex),1
It's a racket out there and the media is on it else they would have taken every expert who had been pumping AAP all along to task today.,-1
B bearish,-1
CEG possible ONG today if you want to play the JPMOGAN BIOtech conference.,1
"Short ideas, setting up & following through despite the strength in the indexes. BID CF APO WT AAP ES_F",-1
shorts WG STK SNSS NPSP MM NDC HAO,-1
CEE 5 min retest,1
"ZOOM long .76, looking for continuation/momo",1
"I still say AAP 1k before GOOG don't show your ignorance, right now AAP has x 2.85 shares or 1211 equal basis",1
"AAP Someone please mention a rumor and your analysis.. if your hoping for a stock to perform, your not doing your homework. #study",1
"I didn't see any1 else buying with me 1 lower earlier #timestamped EBAY Trend still intact, this is a market leadr tking a break before 60",1
"CAT daily,got overbought 4 days ago and yellow owns EH not oversold either.",-1
JCC long overnight 1.78 -1.80,1
HOT watching for S to SPX. Note green line another SCT setup. My favorite hotelier stock.,1
BAC Happy to have sell 1 cent of the HOD !! Congrat to Me ! estaurant Tonight ! Happy for Every ong !,1
Dollar rallies as concerns about the economic impact of the coronavirus and the lack of a global policy response fuâ€¦,-1
Debate over when to reopen the economy has left the impression that economists are at odds against epidemiologistsâ€”â€¦,-1
"GOOG keep in mind there are about 1,000 contracts offered at 20 in the Apr 850C. Could temporarily create resistance or a sell off",-1
"While the new $350 billion Paycheck Protection Program is aimed at businesses with 500 or fewer employees, big restâ€¦",-1
"AAP continues to show no signs of breaking out of downtrend. Buy break of 50MA, short 425.",1
"Oil Demand Slumps 70% In India, 3rd-Biggest Buyer, Amid Lockdown",-1
"ed Weekly Triangle on FNFG,......pdating",1
"ed Weekly Triangle on AMS,....Net Profit 26,135.00 (38.40%)",-1
Identified this topping pattern wks ago( ) Here is the AAP / GOOG update,-1
WBMD trade for move thru 20.00 long scaling here 19.75 - 19.80,1
DVN Breaking out from this saucer base. like toward 58,1
The #SEC should launch an #investigation into #Citron This company eleased inaccurate information on DDD They only short sell to profit,1
"ed Weekly Triangle on CTIC,....Net Profit 675.00 (3.88%),...gly waiting more than 3 months",-1
VOC from watch list added Tuesday has now run over the 50-day EMA vol increased to 86%,1
of some of the most watched biotechs AMGN looks to have the most room to go higher. CEG VX AGN BIIB look very close to stall speed.,1
"GOOG just like we said 7hours ago, it is national GOOG puts week. Easy +50% option scalps. NFX puts here we go..weeee!",-1
Do you have a strategy for setting stop loss on a winning stock? What about setting at the 10day MA if stock is above FDX?,1
not normal - it looks like a set up for major one way or another - G AAP,1
CSOD Blue Sky Breakout today:,1
news on NS?,-1
"PPO: 2) GM estimates 20% Y/Y unit growth for volt (36K). great headline, but PPO built capacity for 60K+. this is bad for margins. (2/4)",-1
"Bulls are trying to keep this market in the green, but you can tell its a struggle. Nasdaq now up just 8 pts. AAP fading",-1
"SHD can operate with out a retail store. JCP cannot. Big difference Sears is even worse, they need a retail store even more",-1
"AAP like I said yesterday, APPE is a broken stocks and TC is not the right CEO for the company. Still SHOT.",-1
"S. Jobs was Keeping Money to innovate and buy New Tech, since AAP no longer innovate why keep !",-1
State-Run Power Producers Asked To Ensure Supply Amid Coronavirus Lockdown,1
AAP p Nasdaq Down.. Nice change,1
Exchanges Cut Trading Hours For Commodity Trading Amid Coronavirus,-1
BODY breakout on weekly over 20 and resistance trend line h/t user,1
AAP interesting how SKYnet can keep a 400B stock in a 0.0025% price flux channel for an hour with 1M+ trades?,1
"PO continues to recover well, but really needs some volume on the upside to sustain it",1
"British Airways In Talks With Union To Suspend Around 32,000 Staff: Report",-1
SWY pretty lame selling SWY because WMT sold horse meat in Europe. TH SPY,1
NFX If it breaks down below 178.23 w volume it may retreat to support at 160. Short-term bearish,-1
'Expensive' and 'Cheap' I dive a little deeper for you (new blog post) nke aapl spy,1
AAP - took down short exposure by 2/3,-1
EDS up 11.61% Solid again.,1
"Taking profits on CMG from 321, not time to a hero over the weekend as this thing fades, I'll take my 1 and revisit, still like this one",1
CEE short entry here 44.36,-1
EC Big picture.Bullish B/O of a symmetrical Triangle confirmed on Expanding Volume.Buying dips,1
"Green Weekly Triangle on AMPE,....pdating",-1
"SBI Slashes Lending Rates Across All Tenors By 0.35%, EMIs To Get Cheaper",1
IMM lol AAP-tlye presentation - get creative guys,-1
"WFM - added small 89, prefer the 90-91 level to lay short out",-1
AAP possible bounce above 462,1
"V is now one of my longest growth stock holdings, ever (19 months and counting)...",1
"MON 2013 Q1 operational cash flow 1.569 billion, a 459 million increase vs 2012 Q1. 41% increase",1
I also bought BAC and VOD. I am catching knives here.,1
"COMPQ on a mission to 52 Week Highs...With,...or Without... AAP. Juuuuust aaaanooootherrrrrr 1.35%. You can do it!!! ES_F",1
GOOG is hitting its head on the up trend line it broke I like 755 puts GOOG130201P755 at 2.60,-1
RT : Some U.S. companies are still plowing fresh investment dollars into China. Walmart said Wednesday it would inveâ€¦,1
WNC The bull roars in WNC,1
AEE for a short in .06.,-1
"BBY trying some short here, high of day stop",-1
QCOM introduces StreamBoost: average home connects up to seven devices to the Internet,1
HOV - haven't looked since selling in November - Nice move in Dec preXMAS,1
here is the AMZN with the down target magenta at 260.43,-1
SCHW - breaks out of flag,1
"SBX, slow and steady wins the race. p > 20% since we covered the third place concept:",1
Why is BAC falling? Montlu OPEX and Pullback of OVerall Market,-1
S Buy stop at 5.97. All the technical indicators look good.,1
"ES_F in danger of stalling, that's 5 d-days in the last 2 - 3 weeks for the indexes. Not exactly bullish behavior. NKD SCA AAP BID",-1
CTIC long - next one to pop out base 1.40 1.41 1.42 1.43 - get it!! - GAE hot too at new hod,1
What time are the stress test results being released tomorrow? BAC GS C JPM WFC > 4.30pm ET,1
Market Wrap Video + Additions to Watch ist including: AAP BSFT END FS JCI PQ TTWO WGO,1
My instincts are spot on in 2013 and still think CTIC will hit 2.05 this wk but still want to stick to my morning watchlist & not chase,1
Buying back the goog i sold in 730's on the stream a few weeks ago,1
VS option trader sells 26k of the 47.25 - 52.25 call spreads in March. Big bet that stock will be below 47.25 by March expiry,-1
"AAP QIH The cheapest, most transparent China play is Apple. I avoid SOEs... management decisions based on guanxi and party interests.",1
#ContrAlert Don't Panic: Wall Street Is Going Crazy For Student oans -- But It's Not a #Bubble - SM,-1
H Closed below daily T.,-1
AAP seems pressured to fill the gap in the 430-431 area,-1
"Green Weekly Triangle on HEO,....pdating",-1
SWY on watch list close to line with volume of 16% of full day average,1
from watch list HAO slipped over line when I was not watching - volume is 76% of full day ave,1
KO #AXP WFC IBM - Warren Buffett launches into another giant hunting,1
"AAP Why so hard to comprehend? Classic pump & dump asset bubble after Jobs died, one last pay out (parabolic 700). Back to normal stock",-1
Investors are showing more appetite for the junk-bond market,1
ATVI short with a tight stop.,-1
CHTP from watch list hanging at line so far with volume of 7% of average full day,1
"Green Weekly Triangle on GPN,...pdating",-1
RT : Indiaâ€™s RBI Takes Additional Steps to Support Economy via,1
James D. White: Jamba: A Juicy Turnaround on Vimeo 1hr video from 2010 JMBA .. this is great stuff,1
"trade idea Buy JIVE 16.80 , target 20 , cut below 15.70",1
Z Zillow from watch list over line as a continuation with volume of 40% of average full day,1
"Trying to finish a post on zagg that, if it doesn't move you to sell everything, proves you are in complete denial and/or over your head.",-1
My hot money canary DDD and SSYS reversing lower...,-1
"AAP - Should see a bounce between 425 and current price over next few weeks, but ultimately heading down to 400",-1
EN wants higher,1
2013 ooks Bright for .S. New Vehicle Sales - Blog Posts by Tom ibby | . . Polk F GM TM HMC,1
PIP breakout at 1.48 and then again at 1.70,1
AAP are rumours news? #Idontthinkso we know there are not many sellers below 437,1
AA Fibs Friends,1
CM AVG THO AMWD coiling for breakouts to new highs. Set buy stops slightly above the most recent highs.,1
OPXA today +12% after my call,1
AAP Ouch !!!!,-1
in on EV since 14.95 it has had a huge run and isn't really showing signs of stopping yet. Don't want to be greedy...thoughts?,1
RT : Renault is shutting its main China business. And it probably won't be the only struggling foreign auto maker to wave the whiteâ€¦,-1
Biotechnology-focused venture capitalists are finding ways to continue forming new drug startups despite restrictioâ€¦,1
CA like the volume in this up move; entry 22.64 stop 21.55,1
coh - no,-1
MBI is stuck at 12.70ish. I say this is bullshit.,-1
ANAD looking to break out over 2.70,1
New industry data provide the first hard look at how many Americans are struggling to make rent during the coronaviâ€¦,-1
Switzerland has lost its long-held position as the economy with the worldâ€™s lowest borrowing costs,-1
"I am long AAP (about break-even) and EAIEST I'd sell is 2014, if no dividend hike happens. PE is under 9 right now on FY14 EPS of 56.",1
AEG and DECK if anyone can find shares. Good Shorts imo.,-1
"Heard on the Street: There is enough food to go around. But there is a shortage of transport capacity, agriculturalâ€¦",1
AAP It may be wise to hold off on buying #AAP till they fix this second security bug. They better patch it fast!,-1
AAP going back to OD,-1
"GID taking more off on this pop here, just dont like the volume, leaving last piece for a move to 47ish",1
i dont have a tech friend in world that owns the stock ...thats why user: PCN No one Believes anymore :,1
"BVSN on the fence, if it goes under, it will be a nice short. with a 1 dollar roll possibility. Target 9.30.",-1
"AAP hats off to user who dropped the last blood yesterday, should have split down!",1
"GOOG notice volume still coming in on up days, looks solid",1
"PX - ong 9.01. Moved the Trailing Stop to 13.30 from 3 Stops of 9.01, 7.78 & 6.55 -",1
SMB adar weak today FAST ADTN CAM,-1
EBAY tested the high today n it failed unless Hmary in25min.,-1
SCM Going to tank real soon IMO,-1
SBX gap close...that was fast,-1
guess what happens to those chasing SYNM...,-1
"Green Weekly Triangle on FNFG,....Open Sell Short at 8.22",-1
SWY Option Bears buy puts betting 500k on over 10% down move,-1
SPX COMPQ IND CAT AAP Wall Street futures were unchanged with the results of Caterpillar and the threat of Fitch,1
BAC New OD !,-1
"The day of the MA IPO I tripled my position at 42 (IPO priced at 39) never touched it since, probably my best stock move ever...",1
DNKN starting to move,1
AAP How an Internet-trained Apple analyst lost tens of millions of other peoples' money,-1
"Green Weekly & Monthly Triangle on ISIS,....pdating",-1
DV time to move South. More picks at,-1
blog post,-1
AAP daily pop then vomit in motion...,-1
My holdings AAP,-1
SSYS - 65 or 60... pick your winner...,-1
FAN worse and worse in premarket trading even if it's on low volume,-1
"GOOG no traction,no vol, 3rd day lower, last option day of the month... flush?",-1
Trouble for homebuilders in recent data... XHB TO PHM DHI,-1
ZION...looks to be basing under breakout...could touch bottom of triangle though,1
Indian Stocks Crash To Worst Day Since 2008 As Pandemic Fuels Growth Fears,-1
RT : Glynnâ€™s Take: RBA Not Sugarcoating Second-Quarter Slump #rba #ausbiz #ausecon,-1
QCO picked up some for long term position,1
Hi all! Catch me on user today at 2:45 p ET breaking down JCP and an update on Terry vs. Martha M MSO APP JCP TGT,-1
no reason for you to try to get cute and try aapl long.. stick with trend until it [rev] holds above 489 and 500,-1
GOOG with simple Fibonacci projections on close over 739. 127.2% at 766 and 161.8% at 802,1
CIEN still not done going down.,-1
Wall Street by the charts: the dispersion in GDP forecasts has hit a record amid economic uncertainty,-1
"G full year 2012 revs +50%, EPS +72% vs 2011.",1
Why are more people not talking about this China News??? Big Deal Imo! AAP China intensifies attacks on Apple,-1
Outbreak: How coronavirus swept through JPMorganâ€™s trading floor,-1
"For investors, the alternative to becoming an epidemiologist is to assume the worst and find investments that can râ€¦",-1
Coronavirus: Global Stocks Plunge After Donald Trump Announces Ban On Travel From Europe,-1
AXP trying to make a move too. Getting interesting.,1
ZCS feel bad for those stop-losses that got taken out,1
AAP...IMHO...will be sell the news..sorry if I offend anyone...G warriors,-1
"WMT - H/S, struggling at the 200dma as well, MM target about 10 handles to that gap fil below",-1
"I lost 15% of my holdings when it first opened, but have recouped it all through AAP and now FB. Buying more of both",1
APP Compare the squared areas. Aren't they look similar?,1
PCN while I didnt promise to fill short target in a day here we are ! shouldnt be a shock at all.,-1
Property Prices Face Steep Falls As Virus Freezes Market,-1
HOTT Failed breakout?,-1
"SGMO current 1st target is 10.03, and second is 10.32. Darn it.",1
I think the same aapl. Iphone lost the wow factor.,-1
"AAP Gap bottom 437.72, gap top 441.34 and now firmly above resistance cloud.",1
"SWI still holding up well, yet to emerge from consolidation",1
fio bouncing some this morning (25% short interest) Still nothing but air till 17.90s,-1
BAC ook evel2 lot of selling occur from funds !,-1
T3ive A looks very strong for a breakout play.,1
ACX watch it over 5.35.,1
"P lots to like, trendline support, macd cross, decent volume.. target 63 stop 57.25",1
- CM thx for the party invite. Along for the ride.,-1
AAP has anybody ever noticed that the decay matches the slow climb up on the day before expiry?,1
AAP i have been warning ppl to stay away from this stock for a long time. Its cheap I agree but stocks always can get cheaper,-1
CHK Over 21.00,1
AA this is why I went all in..,1
After Hours Most Advanced: SKX AWC IO BT THO NFX ANGI EDMC JCOM BCO VCK Z SGEN EQIX MBFI,1
"HZNP first step 3,5",1
"I have no position in GMX, I just pointed out that under 3.98 it would be a nice short. With a 3.15 target.",-1
YHOO is probably done for a couple months ... sideways to down is just reality from here.,-1
ISIS another leg higher,1
DGI DDD both acting strong ending at hod with decent volume at the end.,1
EOG ascending triangle - original target 127 extension EPS Feb 11th? 1/2 position swing,1
"AAP people think growth slowing is not true bec this quarter was only 13 weeks,?// ook Year Over Year for Same Quarter.",-1
watch CM ss on VMW,-1
AAP closed my short for some nice gains.,-1
SK Closes 6.75 AH,1
"NKD sure to be mutual fd PM's putting in limit orders and never getting filled, more to come",1
DE looking for a bounce,1
GOOG I only use Google. Heck I use Google for everything. I don't own the stock but I am still bullish on it.,1
3DTradingtrader I do have 3.1Mio to expend and race up any offer for DEPO,-1
PG short back on,-1
Should I liquidate 1/4 or 1/3 of ZNGA I am holding?,1
"really believe this Open will be a fade sold BAC 11.14> Hard to say, should stay above 11.10 IMO",1
Operator of traffic cameras is in trouble as fewer people get tickets,-1
SHOT MTG 5.18,-1
jmixer I will wait for 0.57 to re-charge again my weapon against INO,-1
VXY Added some AAP Mar Bull Straddle for EOD squeeze,-1
AAP approaching 420 low,-1
"Today is the very important DAY 3,we haven't closed green for 3 days in a row since Sept.Very bullish short term if this happens AAP",1
adding to short on WYNN,-1
"I looks like it's getting ready for beast mode. ook at insider buying. Nice pick. I will be partaking, I think. Time2research.",1
AMZN sharing a few trading insights POSTED VIDEO,-1
Heard on the Street: Donâ€™t be fooled by improving Chinese exports,1
"Green Monthly Triangle on CHTP,.....Net Profit 11,664.75 (115.73%)",-1
zzzactly user: Watch as China has grown to become Apple's second-biggest market: AAP (long),1
VS is breaking out !!,1
"Gap-Down Opening Likely For Sensex, Nifty Amid Coronavirus Crisis",-1
ooking for SPX ATH soon. That's my thought if I don't use my brain. Has worked like this most times then why mess by using my brain AAP,1
"Tues gave sell on AMZN because I was concerned for user, but he was out ,good thing!",-1
opening momentum watchlist: KEX CHTP THD DCTH ZIOP ZNGA HES VMW XONE ACAD SPT,1
BAC next stop 10.50,-1
Short term portfolio consists of 3 shorts CPB FTE and YCS. ong 1 stock: MS,-1
GOOG and AMZN showing some early weakness.,-1
MCP bottom at 11.00? Strong esistance. nder these level...short breakout Chance.,-1
NVT at 1.73 vs. OC at 1.73 I went w/ OC vol difference today but should roll over by end of wk. OC just my opinion could be wrong,1
"NFX shorts should be paranoid on every close as a buyout will come 1 night from aapl, msft, goog, amzn, etc. dominate webtv long nflx",1
"IV having a down day today, but take a look at APO, 20 green days in a row since Dec 13th! Now, there's a rip and a tear!",1
"AAP about to go red, amazing how many times that pattern can repeat over and over...",-1
DST <<<<< SHOT ME GATA - SHOT JPM,-1
C its about eckitt Benckiser (no ticker here?): met equal dist.tgt bearish weekly candle. down.,-1
RT : Interesting timing&gt;&gt; Saudi Arabiaâ€™s sovereign-wealth fund has amassed stakes worth roughly $1 billion in four major Europeâ€¦,1
"IBM trading below the box (also50EMA.. if the bottom of the box resistance holds, further downside.",-1
"HCA continued relative strength today, moving to fresh highs",1
out of FOS short for now as it tests its 50DMA awesome trade up 4 2 days,-1
"Green Weekly & Monthly Triangle on ISIS,....Sell Short at 14.14",-1
And there goes that 520 level on AAP.,-1
AAP from Still nothing bullish here,-1
AAP and CM - if you're following the strategy you should take some profits b4 close.,-1
"AAP, anybody remember, how i said they've reached saturation point now? Where's all of the guys who laughed?",-1
NKD the next NFX ???,1
AAP 640 lot offered in the Apr 450C at 11.45. Could push stock down temporarily or create resistance,-1
AAP over 451 could start an ankle grabbing session 0_o,1
WFC 5k march 36 7 k april 37 call buyer,1
CEE should crack 45 not letting go above 45.15 with full cover then will reshort again - CEE on the red train down now,-1
NP tap tap,-1
"Green Daily Triangle on GTE,.....Open ong at 5.93",1
"DDD watch for break of the DT line and STO signal, MACD also appears to be turning around",1
you so funny AAP bulls,-1
unit cost at 1.60 this see a bounce CTIC,1
RT : A big disconnectâ€”Stocks have rebounded even with investors hoarding gold and large swaths of the economy still frozen:â€¦,-1
"MCP Breaking out of it's base, above the 8.04 mark. Next key level, 8.12. MACD, Slow Stochastic, SI now showing some very good strength.",1
Monday's relative weakness. NYX WIN TIE TAP ICE INT BMC AON C CHK BIIB,-1
"Just finished The Week Ahead Commentary and posted to the members area. Foucs Watch Stocks Short FO,WPC,NKD,SQI,TTS,SSTK,OGE",-1
BAC IMHO think will gap up on E,1
GIS Stop loss in 45.04 after beating 45.27,1
GOOG glasses will definitely give AAP a run for their money...,1
NG nhod - check the weekly - target previous lows 2006 :),1
AAP BC Capital lowered price target to 600 from 725.,1
"aapl so aside from simply levering on common stock or writing puts, any other *risky* strategies to play earnings for maximum reward?",1
